driver_id,driver_name,average_missing_rate,average_order_amount,total_trips,driver_age,cluster
WDID10292,Jerry Kirk,0.0,329.34857142857146,58,21,1
WDID10293,Rebecca Hall MD,0.0,276.6742857142857,64,21,1
WDID10294,Elizabeth Cox,0.0,353.0142857142857,70,21,1
WDID10295,Sean Johnson,0.0,252.62714285714284,66,21,1
WDID10296,Toni Obrien,0.0,198.90714285714284,50,22,1
WDID10297,Anthony Thomas,0.0,266.34285714285716,65,22,1
WDID10298,Stephanie Archer,0.0,349.8342857142857,14,22,2
WDID10299,Amber Anderson,0.0,312.4271428571429,20,22,2
WDID10300,Elizabeth Rivera,0.0,305.38142857142856,22,22,2
WDID10301,Steven Harris,0.0,255.0157142857143,52,22,1
WDID10302,James Stephenson,0.0,285.0157142857143,34,22,2
WDID10303,Mary Gutierrez,0.0,278.8857142857143,67,22,1
WDID10304,Wayne Valenzuela,0.0,443.3971428571429,23,22,2
WDID10305,Charles Fields,0.0,301.4057142857143,77,22,1
WDID10306,Jacob Rivera,0.0,270.8771428571428,23,22,2
WDID10307,Russell Lewis,0.0,267.9214285714285,72,22,1
WDID10308,Brian Williams,0.0,250.89857142857142,39,19,2
WDID10309,Jessica Acosta,0.050297088532382656,295.1545454545454,12,22,3
WDID10310,Teresa Trujillo,0.044444444444444446,227.32545454545453,50,22,3
WDID10311,Caleb Martinez,0.04201412622465254,253.53727272727272,57,22,3
WDID10312,Toni Carter DDS,0.060325948561242675,253.94000000000003,68,22,3
WDID10313,Nathan Price,0.03564213564213564,369.0463636363636,29,22,3
WDID10314,Joshua Barrett,0.0409090909090909,278.54272727272723,38,22,3
WDID10315,Courtney Smith,0.04512987012987013,259.5018181818182,60,22,3
WDID10316,Jasmine Higgins,0.0686091686091686,283.1027272727273,39,22,3
WDID10317,Stephen Walls,0.044372294372294376,269.68,11,22,2
WDID10318,Jason Young,0.10984848484848485,363.14090909090913,16,22,3
WDID10319,Cynthia Thomas,0.032904118585233136,287.51272727272726,40,22,2
WDID10320,Amanda Bennett,0.0293956043956044,267.6645454545455,21,22,2
WDID10321,Crystal Ellis,0.06666666666666667,243.5881818181818,21,22,3
WDID10322,Dana Ferguson,0.09848484848484848,231.9790909090909,40,22,3
WDID10323,Edward Moore,0.059438368648894964,305.01363636363635,19,22,3
WDID10324,Glenda Johnson,0.038306138306138306,332.22545454545457,40,22,3
WDID10325,Kimberly Townsend,0.02668997668997669,273.96181818181816,54,22,1
WDID10326,Brittany Daniel,0.04116161616161616,392.4472727272727,41,22,3
WDID10327,Cindy Mahoney,0.0,338.21714285714285,65,22,1
WDID10328,Dennis Forbes,0.0,321.3514285714286,24,22,2
WDID10329,Juan Melendez,0.0,287.99285714285713,25,22,2
WDID10330,Cindy King,0.0,387.4985714285714,28,22,2
WDID10331,Julia Cunningham,0.0,263.6657142857143,74,22,1
WDID10332,Brittney King MD,0.0,270.2114285714286,67,22,1
WDID10333,Jose Solomon,0.0,277.1928571428571,76,23,1
WDID10334,Amber Robinson,0.0,303.01142857142855,36,23,2
WDID10335,William Alexander,0.0,249.32999999999998,60,23,1
WDID10336,Kevin Anderson,0.0,230.9442857142857,28,23,2
WDID10337,Cynthia Mckinney,0.0,236.84714285714287,11,23,2
WDID10338,George Morgan,0.0,236.5,74,23,1
WDID10339,Daniel Wolf,0.0,229.0442857142857,38,23,2
WDID10340,Jennifer Chen,0.0,217.43142857142857,75,23,1
WDID10341,Michael Kim,0.0,235.34,65,23,1
WDID10342,Matthew Morgan PhD,0.0,219.86142857142858,15,23,2
WDID10343,Jose Williams,0.0,248.25571428571428,24,23,2
WDID10344,Jodi Gutierrez,0.0,245.75571428571428,59,23,1
WDID10345,Tina Schneider,0.0,180.81571428571428,62,23,1
WDID10346,Laura Johnson,0.0,187.07,41,23,2
WDID10347,Jennifer Drake,0.0,220.90571428571428,22,23,2
WDID10348,Phillip Wallace,0.0,202.17142857142855,37,23,2
WDID10349,David Drake,0.0,354.3157142857143,68,23,1
WDID10350,James Gates,0.0,379.57571428571424,37,23,2
WDID10351,Matthew Davis,0.0,327.8771428571428,19,23,2
WDID10352,David Davis,0.0,289.45,50,23,1
WDID10353,Mr. Michael Brown,0.0,306.61571428571426,58,23,1
WDID10354,Allison Davis,0.0,292.0342857142857,63,23,1
WDID10355,Stacy Blackburn,0.05509506833036246,313.0327272727273,78,23,3
WDID10356,Christina Bowers,0.07623604465709728,252.5672727272727,37,23,3
WDID10357,Michelle Owen,0.0400137741046832,279.27454545454543,48,23,3
WDID10358,Nancy Snyder,0.028439901406408584,277.3418181818182,14,23,2
WDID10359,Dustin Wood,0.039408986735189944,394.7445454545454,57,23,3
WDID10360,Alyssa Walker,0.0,316.7085714285714,40,23,2
WDID10361,Jason Allen,0.0,313.87857142857143,38,23,2
WDID10362,Courtney Castillo,0.0,249.98000000000002,35,23,2
WDID10363,Karen Warner,0.0,261.39285714285717,35,23,2
WDID10364,Rebecca Robinson,0.0,375.8057142857143,29,23,2
WDID10365,Carl Blair,0.0,223.44,39,23,2
WDID10366,Curtis Suarez,0.0,279.1942857142857,59,23,1
WDID10367,Benjamin Cordova,0.0,263.4114285714286,27,23,2
WDID10368,Brenda Palmer,0.0,280.7757142857143,61,23,1
WDID10369,Christine Smith,0.0,267.7285714285714,42,23,2
WDID10370,Ann Allen,0.0,253.81,60,23,1
WDID10371,Joseph Lam,0.0,293.5257142857143,17,23,2
WDID10372,Erin Martinez,0.0,217.84142857142857,28,24,2
WDID10373,Tracy Henderson,0.0,262.82,46,24,1
WDID10374,Jeffery Long,0.0,217.52142857142857,77,24,1
WDID10375,David Hanson,0.0,189.0957142857143,60,24,1
WDID10376,Erik Johnson,0.0,261.7785714285714,36,24,2
WDID10377,Walter Reed,0.0,280.60857142857145,41,24,2
WDID10378,Natasha Walker,0.0,288.03285714285715,33,24,2
WDID10379,Cathy Bailey,0.0,330.0642857142857,73,24,1
WDID10380,Donald Gregory,0.0,251.14714285714285,69,24,1
WDID10381,Jasmine Savage,0.0,198.3557142857143,38,24,2
WDID10382,Brandon Garza,0.0,244.14714285714285,62,24,1
WDID10383,Douglas Young,0.0,322.3314285714286,60,24,1
WDID10384,Lisa Jackson,0.0,329.5657142857143,43,24,2
WDID10385,Miss Gabrielle Gray,0.0,267.06428571428575,32,24,2
WDID10386,Dennis Robinson MD,0.047835497835497835,383.0472727272727,15,24,3
WDID10387,Dalton Rogers,0.07121212121212121,314.81454545454545,27,24,3
WDID10388,Damon Bailey,0.0832349468713105,272.8009090909091,75,24,3
WDID10389,Megan Smith,0.08484848484848485,180.36454545454546,64,24,3
WDID10390,Maria Spears,0.09495798319327732,271.6281818181818,15,24,3
WDID10391,Richard Hoffman,0.0,201.88142857142856,42,24,2
WDID10392,Stephen Palmer,0.0,193.24,51,24,1
WDID10393,John Mckinney,0.0,153.16142857142856,22,24,2
WDID10394,Jamie Ramirez,0.0,159.21285714285713,13,24,2
WDID10395,Jesse Morales DVM,0.0,223.35,49,24,1
WDID10396,Jennifer Murray,0.0,242.74428571428572,54,24,1
WDID10397,Shannon Gomez,0.0,278.9814285714286,50,24,1
WDID10398,Ashley Brown,0.0,318.95285714285717,72,24,1
WDID10399,Cathy Sanders,0.0,308.50857142857143,70,24,1
WDID10400,Daniel Wall,0.0,308.5457142857143,50,24,1
WDID10401,Stephanie Williams,0.0,291.2357142857143,27,24,2
WDID10402,Dr. Barbara Donovan,0.0,237.50714285714284,48,25,1
WDID10403,Nathaniel Villa,0.0,245.50571428571428,57,25,1
WDID10404,Brandon Soto,0.0,324.7257142857143,17,25,2
WDID10405,Kathleen Manning,0.0,290.40999999999997,35,25,2
WDID10406,Micheal Solomon,0.0,276.74285714285713,32,25,2
WDID10407,Ashley Lin,0.0,313.4485714285714,55,25,1
WDID10408,Shawn Short,0.0,314.43,46,25,2
WDID10409,Kimberly Snyder,0.0,308.35571428571427,20,25,2
WDID10410,Ronald Spencer,0.0,260.25714285714287,78,25,1
WDID10411,Mark Trevino,0.0,342.7714285714286,76,25,1
WDID10412,Jeremy Phillips,0.0,286.28000000000003,69,25,1
WDID10413,Valerie Greer,0.0,322.1028571428572,50,25,1
WDID10414,Christina Estrada,0.0,308.59000000000003,23,25,2
WDID10415,Jerry Lamb,0.08653846153846154,397.3763636363636,55,25,3
WDID10416,Sandra Henry,0.030675207145795382,204.46,41,25,2
WDID10417,James Velez,0.051298701298701295,249.3527272727273,21,25,3
WDID10418,Kelsey Mitchell,0.085650623885918,242.0427272727273,18,26,3
WDID10419,Valerie Davis,0.03660287081339713,216.94909090909093,29,26,2
WDID10420,Heather King,0.05440964264493676,258.55727272727273,31,26,3
WDID10421,Jesse Solomon,0.07118260527351436,263.90818181818184,29,26,3
WDID10422,Patrick Hall,0.08297258297258298,230.22454545454545,27,26,3
WDID10423,Robert Wright,0.04101058431201972,181.07090909090908,63,26,1
WDID10424,Sara Good,0.0,149.18,77,26,1
WDID10425,Carol Simpson,0.0,476.5428571428571,63,26,1
WDID10426,Ricky Carter,0.0,409.96714285714285,55,26,1
WDID10427,Kristin Jones,0.0,357.59999999999997,39,26,2
WDID10428,Erika Cook,0.0,308.07,15,26,2
WDID10429,Thomas Fletcher,0.0,289.14142857142855,78,26,1
WDID10430,Mary Hall,0.0,264.17285714285714,56,22,1
WDID10431,Billy Adams,0.0,280.64285714285717,61,26,1
WDID10432,Sara Garcia,0.0,394.8671428571429,51,27,1
WDID10433,Mark Mathews,0.0,401.1171428571428,41,27,2
WDID10434,Daniel Hall,0.0,274.97999999999996,14,20,2
WDID10435,Mark Allen,0.0,268.15714285714284,59,27,1
WDID10436,Jaime Fuller,0.0,267.1042857142857,65,27,1
WDID10437,Misty Jones,0.0,237.3385714285714,22,27,2
WDID10438,Robert Richard,0.0,235.08571428571426,31,27,2
WDID10439,Faith Martin,0.0,307.4942857142857,36,27,2
WDID10440,Sarah Mitchell,0.09043229497774953,228.27545454545452,33,27,3
WDID10441,Sandra Case,0.09621212121212121,269.21090909090907,31,27,3
WDID10442,Marc Waters,0.026429710640236956,365.31545454545454,12,27,2
WDID10443,Darryl Wilson,0.06287878787878788,280.4918181818182,62,27,3
WDID10444,Jennifer Rasmussen,0.054182092417386536,269.19363636363636,14,27,3
WDID10445,Denise Brown,0.08182667006196419,295.5,56,28,3
WDID10446,Theresa Fields,0.07727272727272727,352.8772727272727,22,28,3
WDID10447,Patricia Vance,0.10151515151515152,355.9854545454545,40,18,3
WDID10448,Jennifer Thornton,0.06290931290931291,287.17636363636365,52,28,3
WDID10449,Natasha White,0.0672979797979798,257.56454545454545,37,28,3
WDID10450,Deborah Graham,0.06325757575757575,360.54,30,28,3
WDID10451,Charles Tate,0.0,298.3157142857143,21,28,2
WDID10452,Lawrence Lewis,0.0,260.4842857142857,27,28,2
WDID10453,Nicholas Kent,0.0,218.48714285714286,52,28,1
WDID10454,Sean Sheppard,0.0,217.45714285714286,47,28,1
WDID10455,Sarah Nicholson,0.0,358.23285714285714,29,28,2
WDID10456,Lori Carroll,0.0,465.99571428571426,30,28,2
WDID10457,Paul Delgado,0.0,382.12857142857143,19,28,2
WDID10458,Tammy Hernandez,0.0,297.1928571428571,29,28,2
WDID10459,Brianna Diaz,0.0,237.96142857142857,70,28,1
WDID10460,Kyle Bishop,0.0,263.4585714285714,23,28,2
WDID10461,Hector Davis,0.0,276.0657142857143,68,28,1
WDID10462,Dalton Mills,0.0,233.16857142857143,37,39,0
WDID10463,Rebecca Lin,0.06430849851902483,403.43000000000006,46,57,3
WDID10464,Paul Leach,0.04595959595959596,235.98727272727274,57,30,3
WDID10465,Kirk Parker,0.035650623885918005,282.2109090909091,64,63,0
WDID10466,Alison Knight,0.024384112619406737,259.2109090909091,13,29,2
WDID10467,Amy Fox,0.04461152882205514,314.80636363636364,32,53,3
WDID10468,Joan Melton,0.02303719008264463,385.46818181818185,40,31,3
WDID10469,Leslie Powell,0.048917748917748916,268.31,47,46,3
WDID10470,Wendy Vincent,0.05175438596491228,335.0590909090909,35,32,3
WDID10471,Amanda Malone,0.0878099173553719,335.4145454545455,44,60,3
WDID10472,Brent Green,0.12424242424242425,289.96,55,35,3
WDID10473,Matthew Wood,0.053030303030303025,359.6718181818182,55,40,3
WDID10474,Aaron Garcia,0.04008264462809918,297.25545454545454,66,35,3
WDID10475,Jeffery Taylor,0.07727272727272727,368.54636363636365,29,60,3
WDID10476,Scott Carter,0.04624920534011443,306.37363636363636,12,51,3
WDID10477,Kristine Bradshaw,0.032562466772993084,372.6263636363637,27,50,3
WDID10478,Joseph Lopez,0.04662618083670715,389.2509090909091,22,40,3
WDID10479,Rebecca Duffy,0.02821067821067821,319.4009090909091,18,34,2
WDID10480,Dr. Elizabeth Cooper DDS,0.030612947658402202,275.2236363636364,27,38,2
WDID10481,Stephanie Johnson,0.06681945505474918,368.29727272727274,45,44,3
WDID10482,Robert Jones,0.06475796930342385,351.53818181818184,32,61,3
WDID10483,Glenn Anderson,0.08051948051948052,374.87454545454545,55,40,3
WDID10484,Sean Walker,0.06796536796536796,364.33,16,29,3
WDID10485,Gina Martinez,0.0762987012987013,328.04,16,32,3
WDID10486,Taylor Pope,0.16666666666666666,217.37636363636364,45,54,3
WDID10487,Jack Williams,0.044994058229352346,344.20727272727277,42,50,3
WDID10488,Scott Alvarez,0.06457431457431456,226.34272727272727,60,29,3
WDID10489,Jessica Patterson,0.029852092352092352,247.23090909090908,24,48,0
WDID10490,Joan Brooks,0.05909090909090909,223.32636363636365,65,44,3
WDID10491,Cristina Martin,0.04595959595959596,231.54363636363635,57,44,0
WDID10492,Christie Ramirez,0.04285714285714286,230.9209090909091,55,36,3
WDID10493,Justin Reynolds,0.026446280991735537,254.1918181818182,63,35,1
WDID10494,Doris Li,0.06546143250688706,316.2090909090909,70,47,3
WDID10495,Priscilla White,0.032795487340941884,352.4309090909091,46,64,0
WDID10496,Keith Coffey,0.022888807099333417,268.0527272727273,28,57,0
WDID10497,Heather Davis,0.036790986790986795,209.13636363636363,41,38,0
WDID10498,Alan Woodward,0.07421811699886566,282.7572727272727,76,36,3
WDID10499,Brian Wheeler IV,0.09171122994652406,339.08363636363634,37,64,3
WDID10500,William Lee,0.07586353040898496,327.63,65,50,3
WDID10501,Caroline Smith,0.047835497835497835,358.7672727272727,64,49,3
WDID10502,Heather Johnson,0.052686786897313216,354.75636363636363,44,38,3
WDID10503,Alec Rodriguez,0.026501860712387026,339.7918181818182,71,42,1
WDID10504,Tracey Thomas,0.07927489177489178,345.8354545454545,57,35,3
WDID10505,Paula Case,0.043509431744725865,442.66181818181815,16,62,3
WDID10506,Timothy Brown,0.06477272727272727,462.57454545454544,12,37,3
WDID10507,Mark James,0.03932178932178932,448.89,46,50,3
WDID10508,Adam Wilson,0.03545066045066045,312.44272727272727,36,53,0
WDID10509,Timothy Francis,0.03704906204906205,458.3963636363637,33,54,3
WDID10510,Oscar Shah,0.026951331496786038,277.33363636363634,50,32,1
WDID10511,Dr. Dustin Sherman DVM,0.10523415977961434,225.12636363636364,55,32,3
WDID10512,Jason Evans,0.037554112554112555,265.06,62,57,0
WDID10513,Andrew Reid,0.04354256854256854,219.47454545454545,39,56,0
WDID10514,Mary Lee,0.03155236576289208,246.88272727272727,23,50,0
WDID10515,Kelly Anderson,0.04797979797979798,157.96363636363637,43,59,0
WDID10516,Leah Shelton,0.06432506887052342,217.66363636363639,68,59,0
WDID10517,Timothy Brown,0.045133149678604226,254.0290909090909,49,37,3
WDID10518,Nicholas Hendricks,0.0762987012987013,384.83090909090913,19,42,3
WDID10519,Bradley Bradford,0.11140819964349377,314.1281818181818,43,51,3
WDID10520,Janet Smith,0.034261734997029114,307.2172727272727,76,58,0
WDID10521,Gabriel Fox,0.030323286339329122,232.54272727272726,49,47,0
WDID10522,Michelle Hess,0.056862745098039215,251.37545454545455,74,49,3
WDID10523,Laura Hampton,0.05075757575757576,375.9518181818182,73,56,3
WDID10524,Angela Evans,0.025787381068129733,328.26363636363635,73,65,0
WDID10525,Kevin Morales,0.05781499202551834,491.9081818181818,75,60,3
WDID10526,Megan Hunt,0.021338383838383837,356.08454545454543,58,54,0
WDID10527,Matthew Brown,0.0272005772005772,391.4554545454546,68,48,3
WDID10528,Betty Brown,0.06948051948051949,326.9836363636364,52,54,3
WDID10529,Jasmine Smith,0.09015151515151515,292.2763636363636,66,59,3
WDID10530,Courtney Schroeder,0.10358391608391608,400.4518181818182,50,37,3
WDID10531,Brian Ellis,0.02751196172248804,309.04727272727274,75,64,0
WDID10532,Kelly Sosa,0.03099173553719008,303.7,34,43,0
WDID10533,Michelle Robinson,0.05497280497280497,312.3418181818182,45,41,3
WDID10534,Jared Cooper,0.07136490960020371,357.2672727272727,25,57,3
WDID10535,Amanda King,0.05528973950026581,392.35090909090906,28,54,3
WDID10536,Scott Wallace,0.039244089244089245,325.20727272727277,71,63,0
WDID10537,Veronica Taylor,0.027872712083238396,225.96818181818182,72,64,0
WDID10538,Stephen Kent,0.03747569275644142,325.1554545454546,36,51,0
WDID10539,Tracy Adkins,0.03153806977336389,272.8872727272728,69,56,0
WDID10540,Brittany Rodriguez,0.03317393390922802,247.37363636363636,32,62,0
WDID10541,Heidi Owens,0.06342840166369577,333.60818181818183,22,41,3
WDID10542,Antonio Johnson,0.04675324675324675,244.56272727272727,42,29,3
WDID10543,Mr. Kenneth Adams,0.06000127323656735,282.50272727272727,62,60,3
WDID10544,Kevin Morris,0.0797979797979798,278.06545454545454,31,64,3
WDID10545,Dr. Daniel Harris MD,0.043983957219251336,391.72181818181815,59,36,3
WDID10546,Crystal Bryant,0.04997086247086247,377.29090909090905,71,55,3
WDID10547,Laura Coleman,0.019303423848878395,419.4763636363636,55,33,3
WDID10548,Chase Ball,0.035402097902097904,443.3263636363636,19,47,3
WDID10549,Alfred Cardenas,0.08116883116883117,263.6281818181818,45,43,3
WDID10550,Andrew Stone,0.020385674931129475,243.8909090909091,67,40,1
WDID10551,Danielle Campos,0.03295454545454546,310.3809090909091,65,48,0
WDID10552,Ashley Coleman,0.04343434343434343,242.71272727272728,36,46,0
WDID10553,Alisha Lopez,0.0303030303030303,314.0109090909091,37,51,0
WDID10554,Sharon Myers,0.03179387457462324,330.50363636363636,37,51,0
WDID10555,Hannah Soto,0.03400546821599453,372.7154545454545,25,47,3
WDID10556,Donna Massey,0.022402597402597403,333.51363636363635,25,65,0
WDID10557,Jesse Hardy,0.053832442067736186,255.99818181818182,56,34,3
WDID10558,Stacy Booth,0.023724082934609248,297.8636363636364,59,54,0
WDID10559,Thomas White,0.03595352016404648,303.8290909090909,67,30,1
WDID10560,Justin Randall,0.037984742530197076,282.07,60,52,0
WDID10561,Monique Bentley,0.018491735537190083,333.0618181818182,24,37,2
WDID10562,Nicolas Humphrey,0.08275058275058275,324.6136363636364,67,33,3
WDID10563,Thomas Powell,0.01628787878787879,255.9181818181818,44,34,2
WDID10564,Steven Cooper,0.022727272727272728,294.49363636363637,55,35,1
WDID10565,Jeffrey Moreno,0.02004215879813966,314.53363636363633,14,58,0
WDID10566,Danielle Castillo,0.10389610389610389,280.7318181818182,44,65,3
WDID10567,Angel Meyer,0.01998001998001998,216.49636363636364,66,58,0
WDID10568,Christine Callahan,0.03285955530537574,306.0936363636364,73,42,1
WDID10569,Alexandra Jones,0.04090909090909091,365.6790909090909,60,30,3
WDID10570,Cynthia Barnes,0.07386363636363637,317.54454545454547,27,41,3
WDID10571,Thomas Greene,0.017901706137000255,200.9,37,40,0
WDID10572,Scott Brown,0.036038961038961044,317.61,56,56,0
WDID10573,Angela Wright,0.0696969696969697,228.20545454545456,31,63,0
WDID10574,Kenneth Clark,0.06842105263157895,239.82545454545453,73,34,3
WDID10575,Stacy Garcia,0.029401154401154397,271.0418181818182,41,36,0
WDID10576,Raymond Cherry Jr.,0.06969696969696969,249.27,45,32,3
WDID10577,Ruth Diaz,0.02472089314194577,271.17636363636365,72,50,0
WDID10578,Jeremy Cox MD,0.06565656565656565,233.7190909090909,58,57,3
WDID10579,Amanda Lin,0.03002291825821238,286.8454545454546,66,39,1
WDID10580,Rhonda Johnson,0.0295159386068477,268.90909090909093,67,50,0
WDID10581,Cheyenne Randolph,0.027525252525252522,242.78272727272727,47,60,0
WDID10582,Kim Cross,0.023204736440030557,340.3209090909091,36,36,2
WDID10583,Heather Preston MD,0.016755793226381464,421.1345454545454,20,36,2
WDID10584,Joshua Sanchez,0.028409090909090908,389.2218181818182,40,38,3
WDID10585,Stephanie Gutierrez,0.02813852813852814,299.0081818181818,22,29,2
WDID10586,Jeanette Lewis,0.016960013670539984,413.2736363636364,43,51,0
WDID10587,Nicole Sullivan,0.024850149850149852,202.56545454545451,42,41,0
WDID10588,Angela Hicks,0.021451355661881978,238.54545454545453,74,53,0
WDID10589,Kimberly Munoz,0.024417249417249418,240.61727272727273,71,49,0
WDID10590,Eric Martin,0.08143939393939394,279.2763636363636,41,39,3
WDID10591,Jeffrey Hunter,0.02813852813852814,210.32545454545453,57,52,0
WDID10592,Michael Andrade,0.042478354978354976,237.73272727272726,41,59,0
WDID10593,Christina Hart,0.0787878787878788,172.52727272727273,61,40,3
WDID10594,Steven Carson,0.05075757575757576,259.01272727272726,67,55,0
WDID10595,Shane Dalton,0.019786096256684493,289.2481818181818,23,35,2
WDID10596,Victoria Hawkins,0.019114219114219115,283.9718181818182,67,52,0
WDID10597,Stephen Krueger,0.03456837280366692,345.3990909090909,62,33,3
WDID10598,Christina Cruz,0.06753246753246754,310.55636363636364,54,49,3
WDID10599,Seth Molina,0.03312537136066548,274.17545454545456,32,47,0
WDID10600,Sheri Hamilton,0.026429710640236956,293.3209090909091,38,38,0
WDID10601,John Miller,0.025,316.92454545454547,63,65,0
WDID10602,Michael Campbell,0.019994058229352348,250.7527272727273,31,42,0
WDID10603,Amanda Coleman,0.04112554112554112,230.30454545454543,69,65,0
WDID10604,Keith Mayer,0.018308080808080808,229.6563636363636,50,35,1
WDID10605,Eileen Williams,0.022727272727272728,282.0190909090909,39,45,0
WDID10606,Miguel Mathews,0.04361799816345271,279.7854545454545,25,35,3
WDID10607,Dana Henderson,0.09393939393939393,235.97,63,56,3
WDID10608,Mrs. Kelsey Young MD,0.04253246753246753,277.7009090909091,46,39,3
WDID10609,Lisa Garcia,0.01722027972027972,356.26181818181817,72,63,0
WDID10610,Katie Rivera,0.08275058275058275,252.65272727272725,77,52,3
WDID10611,Christopher Garcia,0.06363636363636363,262.1390909090909,32,51,3
WDID10612,Teresa Hernandez,0.024412788168769028,270.03181818181815,58,48,0
WDID10613,Jennifer Miller,0.017338801549327865,268.6036363636363,72,29,1
WDID10614,Vanessa Burke,0.0295159386068477,305.0809090909091,47,40,0
WDID10615,Lawrence Davis,0.028282828282828285,321.9736363636364,25,50,0
WDID10616,Matthew Ross,0.04978354978354978,365.5527272727273,69,37,3
WDID10617,Jennifer Rodriguez,0.05465367965367965,393.5427272727273,39,57,3
WDID10618,Amanda Lopez,0.061983471074380174,281.8890909090909,64,64,0
WDID10619,Nina Lowe,0.0303030303030303,268.3763636363637,48,47,0
WDID10620,Samantha Graham,0.07296650717703348,257.86454545454546,51,43,3
WDID10621,Jose Garcia,0.02303719008264463,184.81272727272727,19,48,0
WDID10622,Daniel Newman,0.057232241442767756,298.6790909090909,34,61,3
WDID10623,Jeremy Allen,0.020833333333333332,440.9072727272727,28,44,3
WDID10624,Carrie Savage,0.05909090909090909,390.5109090909091,72,49,3
WDID10625,Oscar Edwards,0.020634920634920634,394.1163636363636,14,30,2
WDID10626,Michael Wise,0.03035714285714286,342.4154545454545,56,47,0
WDID10627,Jeremy Ramos,0.027744982290436836,364.6218181818182,44,64,0
WDID10628,Barry Rodriguez,0.016414141414141412,248.0590909090909,19,62,0
WDID10629,Morgan Preston,0.06543456543456544,220.4781818181818,65,58,0
WDID10630,Jennifer Collins,0.03319377990430622,271.5390909090909,64,55,0
WDID10631,Lori Thomas,0.022727272727272728,335.46363636363634,48,31,3
WDID10632,Derek Mccullough,0.03660287081339713,468.3836363636364,52,62,3
WDID10633,Bonnie Petty,0.018770702981229296,367.4790909090909,20,32,2
WDID10634,Kevin Castillo DDS,0.024047291092745636,291.27272727272725,48,65,0
WDID10635,John Hutchinson,0.017338801549327865,320.67454545454547,70,35,1
WDID10636,Lauren Obrien,0.027744982290436836,276.44272727272727,13,64,0
WDID10637,Gerald Salazar,0.019802924348378895,251.45454545454547,64,49,0
WDID10638,Robert Tapia,0.03943329397874853,295.3772727272727,33,30,3
WDID10639,Jennifer Martin,0.04133244206773618,324.23727272727274,59,37,3
WDID10640,Tara Russell,0.021212121212121213,251.38636363636363,53,44,0
WDID10641,Chelsey Willis,0.01941685765215177,380.96818181818185,63,51,0
WDID10642,Kathleen Aguilar,0.03268398268398268,334.2990909090909,22,55,0
WDID10643,Tiffany Frost,0.04242424242424243,266.1045454545455,11,50,0
WDID10644,Maria Cohen,0.026184926184926183,280.56,71,45,0
WDID10645,William Brown,0.07272727272727274,290.4809090909091,48,56,3
WDID10646,Lisa Grant,0.016161616161616158,215.6209090909091,57,63,0
WDID10647,Richard Davis,0.06709956709956709,169.0572727272727,31,41,3
WDID10648,Denise Allison,0.022144522144522144,178.85818181818183,35,61,0
WDID10649,Danny Owens,0.03571428571428571,231.70636363636365,77,29,1
WDID10650,Shannon Galloway,0.022058823529411766,271.18454545454546,27,35,2
WDID10651,Seth Smith,0.06161616161616162,294.38454545454545,56,32,3
WDID10652,Maureen Brady,0.034848484848484844,379.0009090909091,39,51,3
WDID10653,Sharon Hanson,0.01941685765215177,312.94,15,32,2
WDID10654,Chris Ryan,0.04625668449197861,357.42727272727274,31,51,3
WDID10655,Mr. Eric Scott MD,0.015151515151515154,381.73636363636365,27,32,2
WDID10656,Laura Casey,0.0707070707070707,385.69272727272727,26,31,3
WDID10657,Jessica French,0.03022533022533023,380.9836363636363,21,30,2
WDID10658,Charles Flowers,0.04242424242424242,315.7072727272727,55,62,0
WDID10659,Nathan Cox,0.038161838161838164,293.8027272727273,21,54,0
WDID10660,Katrina Baker,0.04935064935064936,359.11727272727273,50,46,3
WDID10661,Anthony Ingram,0.018735431235431234,502.84636363636366,41,63,0
WDID10662,Sean Reyes,0.02004215879813966,385.01454545454544,42,58,0
WDID10663,Justin Smith,0.03022533022533023,311.8463636363636,12,59,0
WDID10664,Brandon Schmidt,0.043112947658402206,351.3736363636363,20,43,3
WDID10665,Teresa Jefferson,0.02647352647352647,264.4518181818182,30,45,0
WDID10666,Tyrone Wall,0.03168044077134986,305.7827272727273,41,59,0
WDID10667,Christopher Burns,0.026623376623376625,322.9327272727273,33,38,2
WDID10668,Jennifer Miller,0.036339329120077785,347.1718181818182,63,61,0
WDID10669,Richard Carr,0.04159779614325069,353.21818181818185,77,33,3
WDID10670,Molly Valdez,0.022902097902097903,315.8290909090909,52,38,0
WDID10671,Justin Villa,0.03300865800865801,238.24363636363634,45,52,0
WDID10672,Terry Walker,0.06818181818181818,254.92454545454547,16,38,3
WDID10673,Jasmine Nash,0.033516988062442604,258.2672727272727,61,59,0
WDID10674,James Johnson,0.027128427128427127,285.9127272727273,76,41,1
WDID10675,Kelsey Garcia,0.02803030303030303,309.49090909090904,30,40,2
WDID10676,Emily Hubbard,0.023415977961432508,261.93,72,61,0
WDID10677,Cynthia Moreno,0.0404040404040404,299.59999999999997,36,60,0
WDID10678,Scott Martin,0.0345959595959596,248.75454545454548,44,34,3
WDID10679,Ian Hill,0.04043531288113331,309.69,16,54,0
WDID10680,Stacy Vaughn,0.03577642453240539,205.7709090909091,43,53,0
WDID10681,Lawrence Guzman,0.039141414141414144,261.99,49,45,0
WDID10682,Andrea Bryant,0.04242424242424243,275.5790909090909,39,52,0
WDID10683,Rebecca Woods,0.045454545454545456,282.62,71,43,3
